RPM_Reduction_Percent,Actual_RPM,Current_A,Ambient_Temperature_C,Ambient_Humidity_Percent,Motor_Temperature_C,Vibration_g,Health_Score,Fault_Type,Maintenance_Needed
0,960.91,0.238552551,26.46302136,54.12,43.79079497,0.143449842,100,Normal,No
54.68132219,444.4,0.399293119,32.94438049,60.56,44.00226144,0.403855386,68.4,Overload,Yes
10.19810418,922.44,0.104807821,26.43494287,54.84,36.62731518,0.296350353,95.38,Normal,No
32.69850506,610.84,0.423426984,33.55286233,47.66,60.91463141,0.328511777,77.81,Normal,No
25.36338037,754.41,0.399882167,33.49592669,62.32,58.15469621,0.545437803,76.3,Normal,No
11.78316429,886.25,0.443665941,36.15434703,50.23,68.75785429,0.398700333,82.82,Normal,No
17.45514982,827.09,0.256068437,20.9616541,51.56,34.8715423,0.282675305,86.28,Normal,No
32.83863559,713.1,0.400125956,40.73406073,65.38,79.82776887,0.318706604,74.85,Normal,No
4.147754059,971.9,0.017642413,22.11154925,52.03,36.22110745,0.178186865,88.38,Normal,No
21.17228759,847.41,0.293312621,27.24051808,51.69,47.49962147,0.04284618,83.68,Normal,No
4.545641938,914.76,0.309154892,25.70972568,54.19,53.27105592,0.043004696,96.57,Normal,No
85.93369827,146.14,0.922541363,51.33760687,78.78,83.1624135,1.123151933,46.01,Critical_Fault,Yes
16.51786715,838.16,0.100983456,30.104441,64.74,49.91229037,0.168202405,90.71,Normal,No
4.782982025,909.43,0.325120786,26.95252598,56.89,26.78763809,0.100927453,89.85,Normal,No
42.75518001,610.72,0.401455988,27.0755045,58.13,45.2189263,0.472808898,79.45,Overload,Yes
21.24869322,880.53,0.146446618,26.63779085,59.93,45.43857515,0.135576908,95.77,Normal,No
3.061975702,968.69,0.200219173,19.64516615,58.97,50.7237196,0.388757606,86.17,Normal,No
13.50008435,885.17,0.043504669,26.94824762,62.32,35.82443936,0.163398187,84.73,Normal,No
22.2680739,780.72,0.135910074,28.09750081,52.89,31.64350318,0.279299401,91.07,Normal,No
16.14566132,809.99,0.036317485,29.64452439,56.57,41.46493507,0.227359046,96.53,Normal,No
11.63695889,810.84,0.198146987,23.5220552,52.82,35.26348953,0.056310644,96.57,Normal,No
34.78690607,623.95,0.288670277,23.50494507,59.32,61.99094872,0.172811927,88.39,Normal,No
9.342166476,850.91,0.133369395,23.0843665,61.03,46.88441429,0.297689213,99.09,Overheating,Yes
23.69640831,831.19,0.111009863,22.45466693,51.89,30.97233376,0.221786489,87.21,Normal,No
48.04956122,514.91,0.538126198,38.35107989,38.7,79.26822357,0.260586681,68.57,Overload,Yes
18.15632268,804.63,0.210699508,31.38572904,50.84,48.53847143,0.371708303,81.88,Normal,No
38.1666153,653.93,0.338903752,36.16194539,45.84,57.94096123,0.166385099,71.97,Overload,Yes
0,956.03,0.079637089,27.13856,63.72,33.14628553,0.062908805,92.27,Normal,No
9.452543848,874.85,0.264671202,22.16337396,59.69,32.71248247,0.008730621,97.58,Normal,No
15.11228908,851.58,0.250319015,23.43702849,56.72,41.77577932,0.432247074,87.42,Normal,No
11.48507597,926.3,0.161709658,25.79127742,53.78,53.63281905,0.065225971,95.56,Normal,No
4.596740181,974.13,0.18633504,30.01706866,52.53,52.40589689,0.188822474,100,Normal,No
17.91330057,830.79,0.151088178,24.71977451,54.56,30.59067384,0.138831016,94.05,Normal,No
10.88247094,894.26,0.289669136,21.70081938,51.95,48.34086957,0.130285847,83.92,Overheating,Yes
5.770943422,958.29,0.293403047,30.798556,55.31,44.02117621,0.208217284,96.07,Normal,No
17.87661162,829.33,0.263303874,22.24092074,50.59,44.67534591,0.232216707,81.68,Normal,No
16.6901109,791.9,0.274786324,21.02417646,60.38,45.05875853,0.303513758,96.24,Normal,No
17.35431689,828.33,0.073660359,30.87838177,51.61,50.79678385,0.332490017,75.37,Normal,No
11.47524536,842.34,0.104638393,23.63050855,54.66,48.39276305,0.291541297,86.03,Normal,No
27.94433017,723.78,0.475881329,33.30174348,51.32,47.55637486,0.227167973,83.78,Overload,Yes
13.90740823,841.71,0.24963097,23.13083289,60.79,29.611772,0.19668717,97.07,Normal,No
35.99752649,741.56,0.43633246,24.36364712,64.57,51.83441419,0.626925144,68.76,Overload,Yes
25.09042246,747.46,0.444399059,26.09508806,65.49,65.07183835,0.141591032,74.05,Normal,No
10.95304173,834.29,0.257235329,31.46498374,57.54,47.87562509,0.200532303,89.24,Mechanical_Vibration,Yes
48.03327916,514.26,0.464372559,38.82142691,38.51,70.56164869,0.473973967,78.95,Overload,Yes
15.61743498,864.64,0.439876635,45.69156505,57.04,70.21357287,0.208214292,70.96,Overheating,Yes
27.21345578,794.79,0.123281844,19.65703543,50.85,32.55280017,0.278676829,85.3,Normal,No
10.0621904,875.81,0.282772999,25.00901388,60.63,46.31130125,0.220470389,89.82,Overheating,Yes
39.1602881,545.08,0.189430277,27.94371543,61.04,64.76533268,0.470463995,70.41,Overload,Yes
34.74734805,685.19,0.425716521,32.60357663,67.16,52.83794447,0.289836868,72.4,Normal,No
4.907605176,895.65,0.062285766,19.47256866,50.25,56.66523084,0.001978417,92.37,Normal,No
16.65537823,815.99,0.144144051,26.49177588,52.44,55.55920858,0.315132577,87.45,Normal,No
9.139518058,898.31,0.297460735,19.3561297,50.13,30.46147924,0.244269712,88.88,Mechanical_Vibration,Yes
12.67146619,870.5,0.092362601,25.12632188,60.77,40.54421834,0.267741894,99.65,Normal,No
39.95665783,628.03,0.435795599,27.64732042,50.92,57.60493179,0.324773321,77.86,Overload,Yes
3.725462871,935.42,0.25166353,26.89252874,56.72,43.29423823,0.008824274,95.88,Normal,No
7.875082991,910.31,0.269311855,24.75881235,57.29,41.78837437,0.343676684,94.58,Normal,No
31.71291859,682.33,0.404226392,32.29683574,57.31,51.07864339,0.338771724,80.5,Normal,No
23.46839183,771.29,0.135671747,29.57863818,58,47.22076263,0.183349077,84.33,Normal,No
9.791308699,906.04,0.107825746,26.72069396,56.7,50.88637145,0.138102996,89.55,Normal,No
32.8340231,689.05,0.388226061,34.08572937,55.47,56.22695148,0.092692784,73.27,Mechanical_Vibration,Yes
40.03535804,633.44,0.46688651,40.09885698,38.83,79.52923332,0.234060653,82.99,Overload,Yes
7.710536463,938.64,0.224259763,29.03683602,60.1,46.70572247,0.298030885,94.38,Normal,No
10.08434209,917.27,0.099193568,32.75302285,55.84,49.50362827,0.217279102,75.11,Normal,No
0,940.25,0.089636869,25.4358553,53.51,29.78191858,0.275781818,100,Normal,No
8.740910797,914.61,0.0853543,20.41018208,60.2,49.49279645,0.074319421,83.98,Normal,No
21.66803019,802.48,0.228695118,20.13305326,59.34,37.92371259,0.179721666,90.94,Normal,No
23.18576478,797.27,0.152199539,31.81407334,56.1,52.3980403,0.12959184,73.31,Normal,No
19.9205969,773.06,0.033301173,31.09152078,62.38,47.30178585,0.090444233,88.05,Normal,No
18.6138429,787.47,0.083147637,31.97936673,50.75,30.81494947,0.209226411,99.08,Normal,No
13.8335973,838.71,0.043926459,30.92368157,50.67,33.90952168,0,100,Normal,No
25.4556556,766.93,0.266070646,29.65091723,50.2,43.6517754,0.27773326,85.83,Normal,No
5.94552422,981.95,0.213212259,24.85205065,61.48,42.47668333,0.052125226,97.89,Normal,No
2.680159571,956.9,0.222905711,27.31799087,52.36,54.5479064,0.172028154,81.84,Normal,No
19.30184925,843.29,0.105627708,28.66679896,62.27,54.02359549,0.151684603,91,Normal,No
40.63391924,598.61,0.374818293,39.13314426,54.12,69.31972688,0.386224004,77.29,Overload,Yes
20.90285689,785.96,0,21.40039338,53.94,48.66819204,0.116345261,100,Normal,No
25.67446308,734.83,0.391371154,27.95528773,64.72,48.01300595,0.2629704,77.7,Normal,No
51.53644546,514.54,0.449071964,23.21944848,71,57.60349048,0.493411578,68.94,Overload,Yes
5.322311267,959.78,0.245886191,28.59264932,51.59,39.36362238,0.304434935,90.85,Normal,No
21.94330171,871.62,0.343468683,26.91966342,55.91,50.85829119,0.210762671,87.51,Normal,No
8.851101428,877.42,0.295796951,30.64095709,56.05,41.65294033,0.18037614,95.01,Overload,Yes
8.032406808,940.42,0.239933339,26.37372857,55.01,32.71177298,0.084229201,99.51,Normal,No
27.46319596,704.24,0.291804223,28.37921558,52.68,46.16140181,0.247688305,88.88,Normal,No
10.31285205,862.07,0.216200794,25.54923618,64.48,36.90967047,0.100245639,83.44,Normal,No
11.39653145,885.56,0.241776553,22.90696836,60.64,29.29727718,0.266537781,74.3,Normal,No
9.019409918,915.32,0.191417879,22.46861416,61.13,30.55960724,0.242335445,88.61,Normal,No
33.53269422,781.4,0.137276247,26.16622681,54.79,52.01456981,0.164807839,83.3,Normal,No
31.66341674,676.05,0.317942543,25.33258755,68.59,67.09328759,0.238534058,74.05,Normal,No
9.099285082,863.79,0.112669188,31.08503725,59.88,55.84538212,0.144454287,87.52,Normal,No
2.39204287,986.99,0.06079014,19.61795288,64.99,47.83708409,0.327657888,90.16,Normal,No
62.20143985,294.98,0.644594232,41.97630748,48.8,103.1830096,0.938287535,52.85,Critical_Fault,Yes
24.90217287,747.3,0.314017402,29.01801827,68.33,58.7464435,0.393712419,73.12,Normal,No
9.104101129,909.58,0.060697257,30.88485385,61.75,36.48029808,0.068322807,94.99,Normal,No
18.80840153,843.73,0.265614627,28.3912822,58.1,34.42108137,0.032900523,89.93,Normal,No
4.704488998,991.88,0.239192907,27.17055821,52.04,48.86981162,0.05019686,95.32,Normal,No
4.205721524,937.76,0.135350683,23.9376563,57.33,38.56828498,0.283324699,99.72,Normal,No
2.947543941,964.45,0.10811979,28.21850647,50.82,48.39484428,0.192852258,100,Mechanical_Vibration,Yes
10.97551668,859.6,0.013470906,22.19942416,54.78,44.37196028,0.132287498,88.97,Normal,No
19.73774978,757.47,0.087745206,30.03642478,61.82,38.36271675,0.125833,79.04,Normal,No
18.67957912,825.64,0.248382556,30.62534898,64.06,49.27466903,0.108843838,85.72,Normal,No
38.59565781,563.12,0.339798293,36.77677846,59.61,70.88809795,0.438715327,62.84,Overload,Yes
0.601492398,977.4,0.276719372,21.72837683,55.06,39.42030495,0.083850822,100,Normal,No
0,969.17,0.138856774,25.19418982,61.59,50.38351598,0.102214285,88.68,Normal,No
11.52873275,906.66,0.045774649,29.50237367,60.61,33.0897142,0.206802808,96.99,Normal,No
89.1957204,180.13,0.625665499,49.94744892,69.03,95.88907744,1.028146835,47.95,Critical_Fault,Yes
8.643648069,861.48,0.060682725,24.62783639,62.65,42.89467795,0.246723821,94.33,Normal,No
14.93792607,776.51,0.332568113,20.95970841,58.16,48.87948116,0.23223735,98,Normal,No
65.34045246,341.62,0.947070352,48.630049,34.31,97.95721244,0.754352492,45.9,Critical_Fault,Yes
20.78279118,792.77,0.328146653,29.79953845,63.59,59.91359969,0.623410532,72.28,Normal,No
25.69463723,751.81,0.469650162,21.47654465,74.24,64.89992193,0.534536683,68.64,Overload,Yes
0.644717939,975.66,0.092128447,27.18776417,55.25,52.49510915,0.083102521,98.79,Normal,No
13.9674428,852.28,0.197264392,23.28443366,55.47,50.72921664,0.14425872,87.43,Normal,No
34.91004164,665.6,0.428681237,34.89505774,50.19,59.12569695,0.364344065,69.76,Normal,Yes
52.82172357,513.36,0.426336166,37.15371362,48.63,74.85627618,0.262706239,71.14,Overload,Yes
14.20980492,779.69,0.159389953,19.97935767,60.87,40.8568674,0.292065315,93.33,Normal,No
10.65424224,878.68,0.236790238,27.5722279,56.65,36.5520857,0.134404734,93.2,Normal,No
21.07523518,797.8,0.128755376,26.60773037,60.06,36.20669534,0.087030387,96.3,Normal,No
45.26809558,510.59,0.373328799,33.19046889,45.88,57.68151116,0.465128105,72.59,Overload,Yes
15.91467853,910.14,0.083327899,22.13794268,64.26,41.39710654,0.155242532,87.72,Normal,No
0,990.61,0.218171015,27.10003109,57.63,32.8837513,0.297057273,98.03,Normal,No
4.584829252,952.52,0.199779894,24.44736221,53.71,47.05434533,0.210154428,85.69,Normal,No
12.66408839,895.57,0.0355681,24.74183365,64.7,48.95861925,0.251009648,83.62,Normal,No
10.59486084,870.45,0.077478068,28.09884197,63.81,51.48365199,0.235521564,97.01,Normal,No
16.24370781,763.75,0.235793038,21.8266364,56.99,36.38941234,0.216934475,86.97,Normal,No
32.01538189,662.68,0.344713607,24.25189592,57.59,60.27603564,0.262023357,88.17,Normal,No
27.50776222,766.12,0.287783991,21.82390475,50.59,49.38177441,0.348152968,86.35,Normal,No
20.90241949,777.54,0.162466593,26.75912901,50.42,36.20829555,0.244267504,86.02,Normal,No
10.54426279,860.69,0.263720811,24.47975369,58.47,30.91702618,0.117607507,94.6,Normal,No
21.04268884,826.65,0.292452936,23.06273516,57.47,39.21574457,0.141008157,100,Normal,No
15.78690042,828.95,0.255318309,23.71820636,63.1,35.09869622,0.376154534,91.74,Normal,No
5.819356745,921.35,0.209470277,33.03314009,50.72,38.42819242,0.299657324,94.51,Normal,No
5.577824359,950.21,0.134869689,23.5304149,63.73,50.48951588,0.090511103,88.97,Normal,No
14.71300084,883.68,0.022746161,22.14569516,56.54,31.33345408,0.264315925,100,Normal,No
16.23685413,932.93,0.151301125,28.49154993,64.12,50.12712725,0.192131519,96.06,Normal,No
82.98894443,203.25,0.839180299,41.5191352,36.31,96.83481256,0.776247867,40.22,Critical_Fault,Yes
22.70935987,819.29,0.019587119,26.51051958,58.09,57.18823206,0.174628811,98.54,Normal,No
40.0461352,579.32,0.496643825,39.56264321,57.91,50.3212267,0.673619811,71.48,Overload,Yes
11.28652758,846.14,0.088542118,20.99888023,55.21,36.00388394,0.32891273,86.34,Normal,No
29.2693254,709.79,0.472893691,22.93733646,58.45,46.40858281,0.368977304,74.64,Overload,Yes
46.74867966,536.82,0.444330524,29.93690857,74.07,58.91918453,0.73102709,72.43,Overload,Yes
0,970.73,0.179098607,19.94102102,58.89,43.26903065,0.308238008,87.13,Normal,No
4.16882188,951.29,0.156652427,31.7472111,55.75,42.37466612,0.336115483,84.5,Normal,No
9.067270407,925.27,0.164974083,20.05088525,64.49,32.36581933,0.17583773,90.24,Overheating,Yes
6.98157358,944.56,0.243870959,23.62516489,51.2,40.9199157,0,91.58,Normal,No
44.32715141,576.95,0.576099056,43.96021539,64.91,75.78175646,0.191341243,65.27,Overheating,Yes
54.98385892,461.8,0.433426829,33.04171156,51.99,64.48656053,0.670519994,62.03,Overload,Yes
63.42196536,345.51,0.694509053,44.8894995,69.63,85.47773477,0.729246645,59.49,Critical_Fault,Yes
0,993.8,0.248091634,24.16226112,62.62,48.06944358,0.407729194,90.57,Normal,No
20.34419441,748.64,0.309291631,25.8823956,61.73,62.2759486,0.307991678,77.96,Normal,No
24.67910016,824.6,0.560234053,45.86469782,44.4,71.7033197,0.208513669,73.01,Overheating,Yes
12.62380146,874.3,0.034694948,27.34380713,55.01,41.75491639,0.280019036,90.58,Normal,No
18.13058778,809.75,0.187554437,22.43436513,50.79,50.35838394,0.353268493,84.66,Normal,No
26.13483167,701.47,0.350297923,29.08634944,48.87,51.75755165,0.199659475,81.59,Overload,Yes
21.40263161,903.38,0.160125963,26.00355823,50.09,30.66125392,0.289443052,93.41,Normal,No
43.97668787,517.28,0.4664805,25.5692851,56.11,59.71260806,0.724358401,68.73,Overload,Yes
16.7746083,815.11,0.072553018,28.62624831,56.15,44.60920601,0.024320433,93.55,Normal,No
53.28334735,483.79,0.319427451,26.71372575,56.52,64.42915287,0.613526375,76.19,Overload,Yes
5.340851863,970.62,0.09680721,29.61036297,58.72,39.6069201,0.176658184,100,Normal,No
24.01172822,798.22,0.157650858,18.62062736,51.94,45.43502738,0.42019613,76.61,Normal,No
28.97043403,782.61,0.246875358,23.99961703,50.55,31.18074035,0.352574623,74.48,Normal,No
36.87463062,651.49,0.296648817,32.06616447,48.4,53.7712512,0.501306555,73.73,Normal,No
33.0558768,627.25,0.338247583,32.50781456,62.32,52.17979236,0.3322649,83.29,Normal,No
2.4322195,965.4,0.164922492,26.4740765,59.59,40.23519468,0.288075298,94.7,Normal,No
3.37132949,978.65,0.192874669,30.03181083,61.91,39.93765614,0.349147232,97.41,Normal,No
34.69290417,735.76,0.589177924,43.81353144,59,79.34152824,0.206584154,68.63,Overheating,Yes
2.428778086,919.85,0.102680892,22.32058194,56.27,36.30854614,0.186785279,83.56,Normal,No
36.66030602,681.53,0.37948073,27.75876532,55.4,60.48212116,0.684695922,63.04,Overload,Yes
9.019657478,917,0.285964233,21.37530069,51.95,37.82592737,0.43907031,90.8,Normal,No
4.931322141,984.19,0.113431102,28.68234347,59.51,37.70263691,0.165203812,100,Normal,No
15.98202113,836.14,0.052773773,29.51238319,54.64,47.56178891,0,81.03,Normal,No
5.420269479,912.07,0.147612691,21.49553589,61.85,36.60882596,0.23344549,100,Mechanical_Vibration,Yes
36.43349112,665.72,0.392255443,32.97601425,53.89,65.13288117,0.145300587,79.54,Overload,Yes
21.24772411,813.65,0.145782732,23.83167177,56.89,47.32151678,0.254376886,86.17,Normal,No
20.42822786,834.63,0.291529771,19.98582182,53.48,50.95442515,0.247034267,80.31,Normal,No
26.54678146,733.96,0.350227686,39.16219621,43.08,69.57871188,0.374190555,86.15,Normal,No
18.29071191,793.1,0.162603003,24.53752194,51.34,36.6324319,0.029169095,97.18,Normal,No
13.94485202,798.18,0.142338512,22.894172,64,35.94937275,0.124210948,95.24,Normal,No
51.02749307,522.49,0.332654466,39.09462925,67.85,67.19175922,0.164290547,68.57,Overload,Yes
39.62555793,620.72,0.329800167,36.14104144,61.98,48.32330022,0.389224271,86.57,Overload,Yes
3.326869469,928.15,0.161303003,22.94688679,51.3,29.78490176,0.229611639,94.08,Normal,No
30.73570531,671.07,0.559449462,38.26492813,44.82,70.42230986,0.169083874,76.39,Overload,Yes
35.02296475,631.07,0.406723802,39.10341116,50.81,59.72764862,0.218872705,77.45,Overload,Yes
15.81806227,782.49,0.240609254,21.44213046,56.45,37.1558221,0.289287999,83.51,Normal,No
21.45927041,752.68,0.035518033,23.4292996,57.23,40.07521311,0.04772161,93.89,Normal,No
50.45467857,450.1,0.557971462,32.12729223,70.52,57.24726377,0.528554725,71.34,Overload,Yes
29.33008395,690.23,0.362799537,29.60412576,52.14,66.00377478,0.245505866,75.17,Normal,No
10.21521001,868.3,0.069545084,23.78049125,53.29,40.76847641,0.204600714,94.01,Normal,No
33.07198032,604.21,0.431249267,38.67283015,46.08,71.40157229,0.271411007,74.81,Normal,No
59.91036092,481.78,0.338009296,22.33326522,52.07,68.37789629,0.665804744,69.65,Overload,Yes
17.07016292,879.44,0.162730865,32.08649877,64.49,36.2534771,0.334286986,86.75,Normal,No
2.223922314,946.62,0.222660294,24.8466896,63.97,33.03858951,0.193726368,95.07,Normal,No
23.68968559,773.97,0.165802536,23.42438275,59.29,36.45156438,0.355261361,88.98,Normal,No
29.16986036,724.96,0.315118203,24.3579359,67.74,46.72789264,0.337462842,79.02,Normal,No
19.74434342,850.25,0.1024782,22.99091383,63.97,54.07043221,0.178200359,82.41,Normal,No
4.905579893,918.25,0.185904707,23.3211359,63.64,48.23501502,0.092280813,88.37,Normal,No
62.67842714,416.89,0.175950345,28.40956077,54.1,48.23282483,0.560679337,73.16,Normal,No
46.12837878,516.81,0.529124019,37.39420952,56.7,70.73930365,0.463701711,65.74,Overload,Yes
0,951.79,0.079190988,30.02764329,53.98,48.17164034,0.194328648,92.62,Normal,No
41.51654624,613.81,0.534373457,36.106495,51.21,50.58695465,0.413339393,76.22,Overload,Yes
16.6730337,884.85,0.296232558,32.36218982,55.75,42.98535297,0.317297625,91.76,Normal,No
30.50163589,798.54,0.245125997,26.99291499,51.89,45.01554287,0.412976235,88.17,Normal,No
1.76109894,934.37,0.081972232,21.83159581,62.03,49.93858384,0.084020446,90.91,Normal,No
27.24567874,755.54,0.129176633,21.66835626,54.38,34.38830483,0.105391109,94.71,Normal,No
42.97079502,553.86,0.312654299,34.69471774,46.45,44.13550812,0.514956246,87.96,Overload,Yes
4.123434842,990.11,0.103893258,28.35585086,60.47,43.77834974,0.187303304,94.22,Normal,No
4.798041795,893.22,0.060185885,29.17262615,57.13,39.28874657,0.323507655,92.66,Normal,No
24.5989209,703.49,0.414574441,34.3958674,61.83,43.64241193,0.307801822,79.95,Normal,No
23.94650071,729.52,0.331766997,33.62929439,45.5,61.382625,0.309605145,73.47,Normal,No
25.42585618,748.94,0.441620163,27.65671637,58.52,59.47518259,0.317492529,83.09,Normal,No
30.40567493,670.3,0.36533103,37.07961545,61.05,47.50838654,0.241696583,80.44,Normal,No
11.68621738,909.45,0.174939669,25.25796454,52.98,43.6848707,0.068639422,90.82,Normal,No
17.77757847,863.35,0.170405936,27.72890677,62.42,51.66821881,0.064493202,92.82,Normal,No
15.81831016,865.85,0.302317572,28.6133195,62.64,35.61766894,0.165520368,93.62,Normal,No
10.40515056,960.66,0.074793713,31.91724384,53.61,35.07119148,0.109222524,91.04,Normal,No
34.85330652,668.11,0.549423422,43.45933768,47.1,75.24412179,0.142540059,69.58,Mechanical_Vibration,Yes
15.91241316,792.19,0.267017665,24.58962999,55.65,44.90678102,0.098921569,84.84,Normal,No
10.66350605,947.94,0.126775402,28.60770158,54.2,34.28692223,0.144692543,100,Normal,No
3.609375058,939.66,0.067895029,24.49727529,61.21,42.57497961,0.240054187,100,Normal,No
45.351674,582.94,0.451171172,41.49393364,36.4,82.60473972,0.318571338,72.38,Overheating,Yes
22.96493687,833.32,0.133888547,27.73339896,58.8,44.61779933,0.296372789,84.02,Normal,No
13.04675204,887.84,0.190230631,27.46510342,61.76,41.8277161,0.221105429,88.07,Normal,No
17.33536475,766.84,0.154147365,29.05863876,50.31,35.30063629,0.240602887,92.07,Normal,No
29.23715133,670.91,0.400697543,29.45120179,57.26,45.77346856,0.320336929,93.27,Normal,No
27.78097787,775.1,0.245568304,31.32945622,57.8,45.26911119,0.273589937,85.14,Normal,No
33.36350926,659.62,0.390594586,39.58926674,40.42,68.78502821,0.347761398,77.6,Normal,No
35.24829414,650.73,0.367813345,39.84279775,41.39,74.44679644,0.450057117,56.82,Overload,Yes
21.49529766,815.43,0.154445021,29.43451202,56.49,44.90319719,0.323019911,87.55,Normal,No
37.59529145,651.9,0.393849551,25.76796956,47.14,48.12090019,0.366693711,68.44,Overload,Yes
16.19519925,849.16,0.439892684,39.70094541,64.25,62.6438394,0.294335145,77.44,Normal,No
24.30532652,748.63,0.358148514,35.67374894,60.34,52.33389524,0.119252359,83.55,Normal,No
4.869326217,938.81,0.254518658,23.06967467,60.81,50.96387875,0.127054856,88.61,Normal,No
16.3615953,870.72,0.279883623,28.18926077,50.99,46.54205746,0.104077207,84.08,Normal,No
29.05427812,731.63,0.366131741,36.26135501,55.25,55.14040041,0.25124341,75.97,Normal,No
7.080799998,918.87,0.272965113,22.31865498,56.91,50.77133498,0.055501008,89.15,Normal,No
40.40844925,639.22,0.420724836,32.63633736,61.73,53.74983711,0.380073371,72.91,Overload,Yes
40.47386354,590.13,0.422664013,44.3816565,60.2,77.52344612,0.181183783,72.62,Overheating,Yes
31.3033513,652.87,0.527637541,33.67779494,68.68,77.98360676,0.279358262,71.9,Overload,Yes
9.924117204,870.42,0.202672684,24.5559707,58.71,49.3190113,0.154518317,97.42,Normal,No
13.56503665,825.17,0.201161781,21.59295837,62.9,43.23531085,0.063459155,78.64,Normal,No
75.82035993,230.95,0.949393851,42.58736479,67.49,82.25866475,0.960083128,45.97,Critical_Fault,Yes
55.75489711,491.82,0.210808068,29.53422985,52.01,55.88042271,0.562313499,71.15,Normal,No
2.479619276,942.97,0.324409337,26.08220212,55.7,43.01014152,0.189629714,89.92,Normal,No
30.21390304,705.44,0.481896643,36.87720445,63.45,74.12548618,0.090555544,71.95,Overload,Yes
54.67324262,427.02,0.512955336,25.12260191,49.07,56.8818485,0.362602094,67.81,Overload,Yes
3.548763835,954.11,0.068433189,22.72827226,55.75,50.71317322,0.195826458,83,Normal,No
0.639835152,933.2,0.185011508,21.31061937,59.17,45.817881,0.166173198,94.34,Normal,No
21.92784708,771.94,0.313688924,22.79152526,51.97,36.32549363,0.244442714,88.31,Normal,No
20.70517848,785.17,0.08046852,30.89278437,56.35,29.11339649,0.182581554,86.58,Normal,No
15.76115178,864.03,0.166964411,24.25916333,59.2,49.51969153,0.221419655,99.46,Normal,No
53.67312365,472.23,0.451481346,21.68012113,60.96,49.41900246,0.513701832,68.72,Overload,Yes
16.7764315,784.31,0.133280423,30.0731537,62.8,54.41787301,0.221294827,87.42,Normal,No
12.35679298,919.83,0.256966944,20.55612836,50.66,48.92554573,0.139903877,96.51,Normal,No
5.601212161,952.4,0.206114843,20.21900124,62.09,35.32898487,0.135256881,100,Normal,No
12.91357407,878.79,0.125634924,23.04586176,64.46,46.02880796,0.094464128,84.64,Normal,No
44.96327059,550,0.468601534,37.3560615,61.54,75.42748331,0.319726057,65.8,Overload,Yes
1.438970211,964.88,0.253387164,21.078592,57.56,41.43659825,0.060322923,93.3,Overload,Yes
21.93120936,789.38,0.215314199,21.52507236,51.59,41.5458006,0.097585078,83.82,Normal,No
29.28235374,726.22,0.360394395,29.24826931,60.98,48.97107552,0.248957716,85.97,Normal,No
15.20241723,778.06,0.051546462,31.53708971,62.49,39.13820422,0.265011775,85.93,Normal,No
22.01495665,758.28,0.141666485,23.39697093,55.44,31.0720661,0.368915843,94.88,Normal,No
15.35021212,836.27,0.133440442,30.75604354,53.69,43.1568015,0.15716352,94.09,Normal,No
2.724682423,983,0.067875777,23.81330518,61.07,31.69425251,0.164400123,100,Overheating,Yes
26.31324402,784.59,0.262966073,24.51243009,55.28,35.1359416,0.070354149,82.73,Normal,No
13.27303674,836.44,0.181959453,30.16585089,55.94,49.13076633,0.216098505,86.12,Overload,Yes
4.698152613,933.06,0.171026442,25.17293068,60.6,54.67041003,0.089967753,96.89,Normal,No
27.79986356,701.48,0.532515015,38.16518451,61.62,80.77133144,0.527404531,73.96,Overheating,Yes
18.67388964,781.16,0.196049379,25.90572116,58.11,51.33954737,0.105475943,85.9,Normal,No
10.94125402,876.69,0.224529672,21.10834509,63.51,46.86412632,0.211094327,88.03,Normal,No
37.14320888,659.37,0.311580335,22.88763075,58.18,51.73935772,0.284299573,75.9,Overload,Yes
6.554658019,892.25,0.092516089,31.11281223,58.42,48.58765684,0.115788814,91.91,Normal,No
41.35125758,603.62,0.363244585,27.92825321,61.25,46.33194589,0.324346976,71.25,Overload,Yes
0.15239108,930.45,0.031318339,23.12466747,63.43,48.1340377,0.218553724,87.7,Normal,No
81.92464801,158.28,0.840472292,42.40390824,48.18,85.44793031,0.992255796,49.5,Critical_Fault,Yes
3.072042799,956.07,0.203993566,27.02053703,56.7,32.04331416,0.419561086,89.81,Normal,No
20.28943869,864.15,0.140773538,23.17387563,51.29,50.04430542,0.130756339,94.84,Normal,No
8.660790781,902.41,0.162675059,26.939034,55.52,31.56232509,0.147502757,96.94,Mechanical_Vibration,Yes
74.49502611,166.98,0.787659004,44.04447259,39.67,84.58444847,0.735312018,51.45,Critical_Fault,Yes
0,947.32,0.0878678,23.18007114,51.91,47.36695782,0.198996387,89.81,Normal,No
16.25611835,838.81,0.119070091,26.78021782,58.36,35.61597472,0.19552035,83.94,Normal,No
15.86508342,865.9,0.140305784,22.58040511,59.06,53.89987277,0.293679104,83.79,Normal,No
32.57182343,689.29,0.317335686,26.70238582,56.99,53.5840119,0.34075669,87.88,Normal,No
10.01028042,906.64,0.126878386,31.59527567,59.76,46.71713865,0.151807157,96.7,Normal,No
16.17903839,884.65,0.603670496,38.80141182,48.94,69.72808858,0.297311444,73.29,Normal,No
19.63163512,782.11,0.204615127,23.68139288,52.07,43.41388797,0.200016962,84.85,Normal,No
20.54964222,830.33,0.137877611,31.35844094,58.99,50.71250106,0.167477357,81.77,Normal,No
